Mês Ano,Área de atuação (Função),Subfunção,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos,Unnamed: 7,Ano
05/2019,10 - Saúde,121 - Planejamento e orçamento,"20.701,70","37.765,08","36.890,31","1.358.275,76",,2019
05/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","562.034,22","172.709,30","270.005,63","0,00",,2019
05/2019,10 - Saúde,125 - Normatização e fiscalização,"3.052.074,52","2.367.178,25","1.836.216,61","0,00",,2019
05/2019,10 - Saúde,541 - Preservação e conservação ambiental,"47.766,18","191.078,25","190.521,21","768.812,16",,2019
05/2019,10 - Saúde,126 - Tecnologia da informação,"14.409.026,51","28.849.996,73","27.044.533,60","1.698.083,16",,2019
05/2019,10 - Saúde,512 - Saneamento básico urbano,"10.221.844,93","45.976.712,25","41.757.329,77","26.310.842,11",,2019
05/2019,10 - Saúde,511 - Saneamento básico rural,"1.336.654,31","7.254.041,45","5.783.794,47","14.399.699,86",,2019
05/2019,10 - Saúde,306 - Alimentação e nutrição,"3.518.280,62","3.518.280,62","0,00","188.796,00",,2019
05/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"1.777.587,95","2.829.511,69","2.907.933,49","210.954,51",,2019
05/2019,10 - Saúde,128 - Formação de recursos humanos,"11.740.507,64","96.669.309,59","104.538.396,50","4.270.856,10",,2019
05/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"8.412.894,13","46.917.279,18","47.402.996,35","17.975,54",,2019
05/2019,10 - Saúde,304 - Vigilância sanitária,"7.937.932,37","26.005.665,26","25.490.671,64","700.213,57",,2019
05/2019,10 - Saúde,423 - Assistência aos povos indígenas,"19.899.518,22","156.337.696,28","96.125.019,09","3.497.811,98",,2019
05/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"1.082.286.590,98","1.062.675.572,95","947.615.257,52","462.351.011,06",,2019
05/2019,10 - Saúde,122 - Administração geral,"171.011.040,93","679.378.248,67","673.232.894,38","28.285.791,36",,2019
05/2019,10 - Saúde,301 - Atenção básica,"1.468.896.440,50","1.666.173.492,02","1.649.419.684,77","68.386.538,62",,2019
05/2019,10 - Saúde,571 - Desenvolvimento científico,"32.556.933,97","36.657.169,43","34.272.645,20","14.894.094,74",,2019
05/2019,10 - Saúde,305 - Vigilância epidemiológica,"681.694.308,22","654.269.704,29","675.790.164,63","265.281.383,30",,2019
05/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"13.964.295,21","4.935.668,86","6.081.350,14","15.018.396,60",,2019
05/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"7.758.483.569,56","4.423.952.004,89","4.406.364.391,70","223.056.050,39",,2019
06/2019,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","0,00",,2019
06/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","0,00","94.552,92","609.783,27","54.592,92",,2019
06/2019,10 - Saúde,124 - Controle interno,"444.157,63","134.360,32","23.320,91","0,00",,2019
06/2019,10 - Saúde,541 - Preservação e conservação ambiental,"274.651,56","73.850,92","107.424,74","14.496,24",,2019
06/2019,10 - Saúde,306 - Alimentação e nutrição,"0,00","0,00","1.304.569,13","762.046,00",,2019
06/2019,10 - Saúde,131 - Comunicação social,"3.971.955,06","12.066.862,90","8.111.245,06","1.742.580,31",,2019
06/2019,10 - Saúde,846 - Outros encargos especiais,"0,00","92.577.037,54","92.577.037,54","0,00",,2019
06/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","465.778,36","1.239.369,28","1.137.404,09","36.116,04",,2019
06/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"2.759.366,76","1.211.282,74","1.232.331,77","49.768,81",,2019
06/2019,10 - Saúde,128 - Formação de recursos humanos,"187.753.865,34","87.886.130,76","94.817.231,96","2.120.022,93",,2019
06/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"24.143.939,04","9.172.541,84","130.541,36","4.644.847,37",,2019
06/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"1.224.547.623,40","910.735.422,48","972.317.951,21","194.877.530,36",,2019
06/2019,10 - Saúde,125 - Normatização e fiscalização,"5.051.363,73","1.890.852,33","2.424.925,62","0,00",,2019
06/2019,10 - Saúde,304 - Vigilância sanitária,"4.173.649,63","26.943.702,62","27.329.952,16","486.165,19",,2019
06/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"6.909.027,51","46.296.484,07","46.454.604,86","47.735,10",,2019
06/2019,10 - Saúde,305 - Vigilância epidemiológica,"342.406.251,96","387.621.081,31","338.012.443,28","286.929.969,03",,2019
06/2019,10 - Saúde,126 - Tecnologia da informação,"6.430.968,23","13.438.413,63","9.733.966,02","5.351.127,57",,2019
06/2019,10 - Saúde,511 - Saneamento básico rural,"5.646.205,60","3.650.643,58","4.847.845,21","8.628.724,56",,2019
06/2019,10 - Saúde,571 - Desenvolvimento científico,"43.860.301,27","33.771.696,08","34.047.394,89","10.653.786,86",,2019
06/2019,10 - Saúde,512 - Saneamento básico urbano,"22.836.795,78","7.428.335,28","9.388.848,38","8.002.574,62",,2019
06/2019,10 - Saúde,121 - Planejamento e orçamento,"543.843,57","182.080,89","38.137,52","127.596,58",,2019
06/2019,10 - Saúde,423 - Assistência aos povos indígenas,"71.502.860,67","47.207.377,99","113.993.309,75","3.155.187,52",,2019
06/2019,10 - Saúde,301 - Atenção básica,"2.998.654.919,81","1.664.237.938,75","1.644.490.103,49","37.096.943,55",,2019
06/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"827.707.020,56","4.259.405.775,88","4.262.378.868,36","68.507.344,13",,2019
06/2019,10 - Saúde,122 - Administração geral,"39.421.401,80","792.564.907,06","670.036.199,77","289.302.595,17",,2019
07/2019,10 - Saúde,846 - Outros encargos especiais,"- 5,71","91.063.070,64","91.063.070,64","0,00",,2019
07/2019,10 - Saúde,306 - Alimentação e nutrição,"0,00","0,00","0,00","303.416,00",,2019
07/2019,10 - Saúde,121 - Planejamento e orçamento,"1.033.358,75","211.308,02","302.341,23","7.920,00",,2019
07/2019,10 - Saúde,131 - Comunicação social,"19.199.742,09","16.912.067,20","14.469.543,94","259.023,31",,2019
07/2019,10 - Saúde,126 - Tecnologia da informação,"42.541.189,03","27.789.807,06","21.287.018,98","16.492.204,12",,2019
07/2019,10 - Saúde,541 - Preservação e conservação ambiental,"59.612,71","7.871,70","11.090,60","544.907,35",,2019
07/2019,10 - Saúde,124 - Controle interno,"0,00","181.207,43","255.233,70","0,00",,2019
07/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","702.134,37","1.132.528,85","617.050,53","11.556,65",,2019
07/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","1.526.361,60","178.378,79","253.056,22","0,00",,2019
07/2019,10 - Saúde,128 - Formação de recursos humanos,"34.599.666,28","81.863.368,12","82.050.788,67","7.453.648,73",,2019
07/2019,10 - Saúde,125 - Normatização e fiscalização,"429.516,19","2.317.329,53","2.314.127,54","0,00",,2019
07/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"7.671.083,25","45.568.562,51","46.952.396,16","30.581,74",,2019
07/2019,10 - Saúde,511 - Saneamento básico rural,"3.612.571,11","6.220.579,38","5.011.025,45","9.603.128,66",,2019
07/2019,10 - Saúde,304 - Vigilância sanitária,"134.480.599,79","4.622.792,26","4.354.012,54","113.747,28",,2019
07/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"68.640.979,73","12.887.789,71","9.223.189,65","17.751.890,26",,2019
07/2019,10 - Saúde,571 - Desenvolvimento científico,"52.184.362,06","34.530.344,69","31.756.097,95","7.879.607,51",,2019
07/2019,10 - Saúde,305 - Vigilância epidemiológica,"518.857.205,93","462.505.000,55","434.401.561,43","57.205.873,67",,2019
07/2019,10 - Saúde,423 - Assistência aos povos indígenas,"102.960.176,03","59.217.104,08","54.063.307,93","2.156.159,74",,2019
07/2019,10 - Saúde,122 - Administração geral,"316.261.406,10","640.956.816,84","785.751.004,56","45.536.739,47",,2019
07/2019,10 - Saúde,512 - Saneamento básico urbano,"9.405.278,55","8.934.567,92","8.048.417,55","8.017.753,90",,2019
07/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"1.288.720.025,16","1.163.137.707,80","1.097.492.233,80","293.724.133,91",,2019
07/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"9.061.832,18","4.281.422,43","2.292.927,05","348.162,81",,2019
07/2019,10 - Saúde,301 - Atenção básica,"3.411.033.389,44","4.075.587.458,65","4.051.006.519,77","22.343.614,12",,2019
07/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"10.268.288.394,90","5.134.189.584,86","5.098.603.941,48","102.625.625,97",,2019
08/2019,10 - Saúde,541 - Preservação e conservação ambiental,"- 262.651,56","11.364,58","11.364,58","107.009,44",,2019
08/2019,10 - Saúde,846 - Outros encargos especiais,"143,29","89.745.231,91","89.745.231,91","0,00",,2019
08/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","37.000,00","535.792,28","1.051.270,60","872.387,73",,2019
08/2019,10 - Saúde,364 - Ensino superior,"0,00","0,00","0,00","0,00",,2019
08/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","295.116,19","700.298,25","713.696,98","51.992,51",,2019
08/2019,10 - Saúde,121 - Planejamento e orçamento,"6.304.864,59","1.028.850,71","1.081.760,87","2.239.776,39",,2019
08/2019,10 - Saúde,131 - Comunicação social,"71.141,02","8.767.110,43","15.508.433,46","70.903,14",,2019
08/2019,10 - Saúde,124 - Controle interno,"995.049,00","957.415,94","54.900,08","0,00",,2019
08/2019,10 - Saúde,306 - Alimentação e nutrição,"31.641.068,70","29.065,43","29.065,43","332.906,00",,2019
08/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"2.955.773,75","11.841.152,35","13.576.055,76","4.127.460,34",,2019
08/2019,10 - Saúde,125 - Normatização e fiscalização,"135.702,56","1.666.319,41","1.668.617,14","0,00",,2019
08/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"1.614.302,38","2.975.813,85","4.308.361,89","55.423,50",,2019
08/2019,10 - Saúde,511 - Saneamento básico rural,"10.115.620,53","3.489.042,76","4.672.959,41","7.738.414,59",,2019
08/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"827.218.974,84","1.098.997.371,61","933.784.450,77","101.757.217,36",,2019
08/2019,10 - Saúde,305 - Vigilância epidemiológica,"459.920.724,51","451.914.017,30","479.574.439,40","80.959.835,22",,2019
08/2019,10 - Saúde,126 - Tecnologia da informação,"58.905.066,72","20.310.422,47","30.408.648,50","561.235,82",,2019
08/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"5.818.137,64","45.310.611,95","45.404.453,19","0,00",,2019
08/2019,10 - Saúde,128 - Formação de recursos humanos,"303.831.093,32","99.689.458,46","97.754.156,60","1.167.066,56",,2019
08/2019,10 - Saúde,571 - Desenvolvimento científico,"39.204.624,33","36.163.195,74","34.200.324,31","8.876.949,70",,2019
08/2019,10 - Saúde,122 - Administração geral,"195.744.881,71","660.416.479,86","651.732.095,45","2.923.220,35",,2019
08/2019,10 - Saúde,304 - Vigilância sanitária,"18.924.519,37","5.167.684,50","5.074.656,25","97.589,94",,2019
08/2019,10 - Saúde,512 - Saneamento básico urbano,"24.430.396,45","7.025.723,18","6.935.880,76","22.528.151,98",,2019
08/2019,10 - Saúde,301 - Atenção básica,"1.883.026.229,71","2.182.489.035,02","2.172.253.767,43","96.260.608,97",,2019
08/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"4.510.645.395,41","5.171.811.522,81","5.166.720.142,33","60.543.404,34",,2019
08/2019,10 - Saúde,423 - Assistência aos povos indígenas,"55.898.457,45","213.199.232,59","212.517.201,55","6.196.283,91",,2019
09/2019,10 - Saúde,306 - Alimentação e nutrição,"991.100,30","- 8.899,70","- 8.899,70","326.816,00",,2019
09/2019,10 - Saúde,124 - Controle interno,"25.056,25","91.737,91","1.002.061,10","19.309,53",,2019
09/2019,10 - Saúde,541 - Preservação e conservação ambiental,"117.700,80","137.189,51","137.189,51","55.187,05",,2019
09/2019,10 - Saúde,846 - Outros encargos especiais,"0,00","89.174.699,34","89.174.686,62","0,00",,2019
09/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","1.743.493,74","611.197,81","170.111,12","6.600,00",,2019
09/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","360.342,51","1.017.384,98","915.972,89","0,00",,2019
09/2019,10 - Saúde,121 - Planejamento e orçamento,"951.353,20","4.514.317,04","4.470.160,79","95.666,13",,2019
09/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"4.104.009,06","4.839.593,61","4.876.228,25","58.185,68",,2019
09/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"10.242.309,02","2.439.486,70","13.348.743,14","10.417.031,81",,2019
09/2019,10 - Saúde,126 - Tecnologia da informação,"8.147.728,66","16.284.956,09","15.031.931,96","30.522,25",,2019
09/2019,10 - Saúde,131 - Comunicação social,"27.350.553,29","6.005.205,00","7.760.765,81","3.978.492,13",,2019
09/2019,10 - Saúde,511 - Saneamento básico rural,"48.450.810,80","6.881.680,83","4.205.133,03","4.951.913,40",,2019
09/2019,10 - Saúde,512 - Saneamento básico urbano,"136.754.905,10","17.450.004,97","15.295.241,68","5.533.144,83",,2019
09/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"1.024.307.140,41","1.346.308.123,66","1.507.121.215,79","270.145.288,54",,2019
09/2019,10 - Saúde,304 - Vigilância sanitária,"4.540.882,06","60.376.699,51","60.725.166,38","98.229,23",,2019
09/2019,10 - Saúde,122 - Administração geral,"- 378.449.910,14","643.051.453,94","657.685.824,70","13.067.024,04",,2019
09/2019,10 - Saúde,128 - Formação de recursos humanos,"23.299.471,99","89.716.237,27","86.295.538,50","5.855.723,07",,2019
09/2019,10 - Saúde,423 - Assistência aos povos indígenas,"81.658.989,48","51.181.521,24","54.844.747,52","1.393.732,46",,2019
09/2019,10 - Saúde,301 - Atenção básica,"707.348.988,48","2.053.865.018,02","2.068.840.118,07","25.039.778,44",,2019
09/2019,10 - Saúde,571 - Desenvolvimento científico,"26.637.757,82","31.688.227,50","35.407.848,65","3.383.353,12",,2019
09/2019,10 - Saúde,305 - Vigilância epidemiológica,"577.886.928,43","460.568.559,70","428.665.937,78","26.963.993,24",,2019
09/2019,10 - Saúde,125 - Normatização e fiscalização,"852.140,36","1.422.157,73","1.419.191,96","0,00",,2019
09/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"867.744.961,83","4.763.466.025,76","4.779.489.275,58","115.706.156,63",,2019
09/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"- 51.140.326,32","44.772.397,76","45.068.444,50","0,00",,2019
10/2019,10 - Saúde,846 - Outros encargos especiais,"- 143,29","87.790.553,34","87.789.651,80","0,00",,2019
10/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","26.405,00","111.677,43","503.418,74","57.036,14",,2019
10/2019,10 - Saúde,124 - Controle interno,"33.584,23","91.031,49","92.205,05","1.192.020,00",,2019
10/2019,10 - Saúde,131 - Comunicação social,"8.518.434,52","8.461.515,12","8.654.560,16","637.194,40",,2019
10/2019,10 - Saúde,541 - Preservação e conservação ambiental,"227.074,51","223.690,25","213.771,41","275.270,04",,2019
10/2019,10 - Saúde,572 - Desenvolvimento tecnológico e engenharia,"6.409.343,83","21.538.444,69","7.939.820,66","3.571.076,41",,2019
10/2019,10 - Saúde,573 - Difusão do conhecimento científico e tecnológico,"3.622.659,32","4.674.129,91","5.228.873,43","22.920,76",,2019
10/2019,10 - Saúde,"391 - Patrimônio histórico, artístico e arqueológico","606.662,47","767.363,19","657.736,91","31.655,81",,2019
10/2019,10 - Saúde,512 - Saneamento básico urbano,"11.315.877,19","7.750.891,83","8.872.064,32","31.889.722,78",,2019
10/2019,10 - Saúde,125 - Normatização e fiscalização,"1.411.999,79","3.097.001,47","3.059.652,69","0,00",,2019
10/2019,10 - Saúde,126 - Tecnologia da informação,"10.311.561,11","25.872.360,24","24.747.357,24","2.336.525,24",,2019
10/2019,10 - Saúde,331 - Proteção e benefícios ao trabalhador,"6.186.694,28","44.264.243,86","45.120.286,33","0,00",,2019
10/2019,10 - Saúde,306 - Alimentação e nutrição,"12.391.179,02","38.057.302,77","38.057.302,77","328.346,00",,2019
10/2019,10 - Saúde,303 - Suporte profilático e terapêutico,"861.246.595,82","849.153.751,33","939.999.585,46","32.914.207,20",,2019
10/2019,10 - Saúde,571 - Desenvolvimento científico,"35.708.799,51","36.283.714,94","34.161.673,84","6.191.818,94",,2019
10/2019,10 - Saúde,511 - Saneamento básico rural,"32.523.497,23","8.143.446,63","10.378.667,68","11.193.460,95",,2019
10/2019,10 - Saúde,128 - Formação de recursos humanos,"32.477.303,89","89.965.772,15","89.209.265,63","1.906.839,55",,2019
10/2019,10 - Saúde,122 - Administração geral,"137.236.361,00","640.929.686,74","648.017.954,15","589.344,69",,2019
10/2019,10 - Saúde,304 - Vigilância sanitária,"4.550.924,84","49.307.056,45","48.201.387,24","42.030,14",,2019
10/2019,10 - Saúde,121 - Planejamento e orçamento,"9.067.583,76","158.813,66","194.353,76","1.409.245,59",,2019
10/2019,10 - Saúde,301 - Atenção básica,"2.043.876.538,30","1.909.239.160,07","1.914.050.821,40","75.221.824,76",,2019
10/2019,10 - Saúde,305 - Vigilância epidemiológica,"1.196.862.038,57","1.246.748.574,11","1.258.365.386,81","102.743.741,89",,2019
10/2019,10 - Saúde,302 - Assistência hospitalar e ambulatorial,"7.790.366.694,40","5.047.819.430,03","5.078.562.956,22","69.460.998,04",,2019
10/2019,10 - Saúde,423 - Assistência aos povos indígenas,"97.465.246,94","99.841.361,24","106.543.282,49","935.205,22",,2019
11/2019,10 - Saúde,846 - Outros encargos especiais,"3.000.000,00","176.658.202,86","170.432.127,66","0,00",,2019
11/2019,10 - Saúde,131 - Comunicação social,"71.470.221,51","9.726.843,76","7.487.768,85","73.557,23",,2019
11/2019,10 - Saúde,"422 - Direitos individuais, coletivos e difusos","608.700,11","1.152.940,54","1.202.285,92","166.316,23",,2019
